CP1 MT FUNNY|false|1065
627.9405517578125,492.05029296875,118.90975189208984|-0.9157419800758362,8.620217073485037e-08,0.401766836643219|3.3736363036496186e-08,1,-1.3766285178462567e-07|Freefall
627.4520874023438,491.6622619628906,119.12395477294922|-0.9106042981147766,1.013985695408337e-07,0.41327932476997375|5.771883238026021e-08,1,-1.1817566303307103e-07|Freefall
626.9664306640625,491.2196960449219,119.3442153930664|-0.9051889777183533,1.3656185160471068e-07,0.42500928044319153|1.0137887329619844e-07,1,-1.0539725536773403e-07|Freefall
626.4837036132812,490.72265625,119.57081604003906|-0.8978192210197449,1.4862503405765892e-07,0.44036418199539185|1.263771167714367e-07,1,-7.984579042386031e-08|Freefall
626.0047607421875,490.1711120605469,119.80551147460938|-0.8873454928398132,1.590514102645102e-07,0.4611051082611084|1.4472733766979218e-07,1,-6.642358840736051e-08|Freefall
625.5313720703125,489.5650634765625,120.05116271972656|-0.8771030902862549,1.668276610189423e-07,0.4803021252155304|1.5286858001672954e-07,1,-6.817822395532858e-08|Freefall
625.0635986328125,488.9045104980469,120.30722045898438|-0.8673792481422424,1.7061672963336605e-07,0.4976476728916168|1.5287183430245932e-07,1,-7.639714283413923e-08|Freefall
624.6009521484375,488.1894836425781,120.57256317138672|-0.8604399561882019,1.6392007751164783e-07,0.5095518231391907|1.4295578409928567e-07,1,-8.029643794316144e-08|Freefall
624.14208984375,487.419921875,120.84436798095703|-0.8556246757507324,1.4530279202062957e-07,0.5175967812538147|1.23882600178149e-07,1,-7.593899908897583e-08|Freefall
623.685791015625,486.59588623046875,121.12046813964844|-0.8499347567558289,1.342831978945469e-07,0.5268879532814026|1.1131903221439643e-07,1,-7.528978329673919e-08|Freefall
623.2324829101562,485.71734619140625,121.4013900756836|-0.8441681861877441,1.519003660632734e-07,0.5360784530639648|1.229748960440702e-07,1,-8.970491194304486e-08|Freefall
622.7822265625,484.7843017578125,121.68724060058594|-0.8382736444473267,1.4476907495009073e-07,0.5452497601509094|1.1597883542435738e-07,1,-8.720238753312515e-08|Freefall
622.3351440429688,483.7967529296875,121.97798156738281|-0.8344665169715881,1.4305763329502952e-07,0.5510587096214294|1.1464389615412074e-07,1,-8.600017764592849e-08|Freefall
621.8916625976562,483.9117431640625,122.27088165283203|-0.8279787302017212,7.395339451932159e-08,0.5607595443725586|5.956739812518208e-08,1,-4.392766683736227e-08|Landed
621.4521484375,484.3287048339844,122.56768035888672|-0.8241456747055054,5.267833724786897e-09,0.5663779377937317|5.59593660298674e-09,1,-1.1581788861292353e-09|Landed
621.0146484375,484.6278076171875,122.86770629882812|-0.8228912949562073,-6.336498614700758e-08,0.5681988000869751|-4.802659603342363e-08,1,4.1964746344547166e-08|Running
620.5780639648438,484.8222961425781,123.1689453125|-0.8204019069671631,-9.393296096504855e-08,0.5717872381210327|-7.211700392417697e-08,1,6.080588121903929e-08|Running
620.142578125,484.9542541503906,123.4720230102539|-0.8166418671607971,-8.645129412343522e-08,0.5771447420120239|-6.668347651839213e-08,1,5.5436309764900216e-08|Running
619.7083740234375,485.0502624511719,123.7782211303711|-0.8166418671607971,-7.897600795558901e-08,0.5771447420120239|-6.165377897104918e-08,1,4.9600998863752466e-08|Running
619.2745361328125,485.1190490722656,124.0848617553711|-0.810297966003418,-7.148726410832751e-08,0.5860180854797363|-5.6083678146023885e-08,1,4.4440220392516494e-08|Running
618.8440551757812,485.1775207519531,124.39513397216797|-0.8064449429512024,-6.399343988050532e-08,0.5913091897964478|-5.077049536339473e-08,1,3.898100686683392e-08|Running
618.4141235351562,486.04296875,124.7059555053711|-0.7973206639289856,-5.6480509158518544e-08,0.6035559177398682|-4.51524542199877e-08,1,3.393144254459912e-08|Jumping
617.9882202148438,486.85394287109375,125.02629089355469|-0.7777950167655945,9.084724084118534e-09,0.6285179853439331|6.145187025907717e-09,1,-6.849490308269424e-09|Freefall
617.5723876953125,487.6103820800781,125.36016082763672|-0.7536208629608154,1.26698594726804e-07,0.657309353351593|9.5606118577507e-08,1,-8.313867994047541e-08|Freefall
617.1692504882812,488.3123474121094,125.7093276977539|-0.7301568984985352,1.8150484493162367e-07,0.6832795143127441|1.331960248762698e-07,1,-1.2330363574619696e-07|Freefall
616.7792358398438,488.95977783203125,126.0729751586914|-0.7141479253768921,1.7402635421603918e-07,0.6999948024749756|1.2462794529710663e-07,1,-1.2146311689775757e-07|Freefall
616.3983764648438,489.552734375,126.44635772705078|-0.7082148194313049,1.709984474018711e-07,0.7059970498085022|1.2107496161206655e-07,1,-1.207531710178955e-07|Freefall
616.0208740234375,490.0911865234375,126.82308959960938|-0.7073556184768677,1.2791200276751624e-07,0.7068578600883484|9.023690950016316e-08,1,-9.065813344477647e-08|Freefall
615.6436767578125,490.57513427734375,127.20021057128906|-0.7043291330337524,8.65690097384686e-08,0.7098735570907593|6.038394673169023e-08,1,-6.203758573519735e-08|Freefall
615.2680053710938,491.00457763671875,127.5787353515625|-0.704131543636322,4.732028457965498e-08,0.7100695371627808|3.240243273694432e-08,1,-3.4510296842427124e-08|Freefall
614.8925170898438,491.3795166015625,127.95748901367188|-0.7040286660194397,8.230638393058598e-09,0.7101715207099915|4.553851074007298e-09,1,-7.075187102856262e-09|Freefall
614.5170288085938,491.6999816894531,128.33627319335938|-0.7040168642997742,-3.0823883889752324e-08,0.7101832628250122|-2.3264338011586005e-08,1,2.03403782705891e-08|Freefall
614.1590576171875,492.0625305175781,128.69740295410156|-0.7040153741836548,-6.984500799944726e-08,0.7101847529411316|-5.1058577810181305e-08,1,4.773263384549864e-08|Climbing
613.8026733398438,492.4131774902344,129.0568389892578|-0.7040151953697205,-1.0883279344398034e-07,0.7101849317550659|-7.882910324497061e-08,1,7.510143973377126e-08|Running
613.5007934570312,492.6498107910156,129.361328125|-0.7040151953697205,-9.239163034635567e-08,0.7101849317550659|-6.664119212018704e-08,1,6.403292474033151e-08|Running
613.211181640625,492.73846435546875,129.65347290039062|-0.7040151953697205,-5.7507168804704634e-08,0.7101849317550659|-4.1157793617685456e-08,1,4.017469024120146e-08|Running
612.921875,492.7110290527344,129.94534301757812|-0.7040151953697205,-2.265250209632086e-08,0.7101849317550659|-1.5696159039180202e-08,1,1.6336827002305654e-08|Running
612.6150512695312,492.5897521972656,130.25485229492188|-0.7040151953697205,1.2172397312326666e-08,0.7101849317550659|9.743729378897115e-09,1,-7.480676522675367e-09|Running
612.249267578125,492.6762390136719,130.6238250732422|-0.7024648785591125,4.696463662412498e-08,0.7117183804512024|3.514555402261976e-08,1,-3.129906289700557e-08|Running
611.96240234375,492.8368225097656,130.9138946533203|-0.7024648785591125,8.172712995246911e-08,0.7117183804512024|6.054198564697799e-08,1,-5.507587275133119e-08|Running
611.7222290039062,493.0127868652344,131.15724182128906|-0.7024648785591125,1.164599012781764e-07,0.7117183804512024|8.591670308533139e-08,1,-7.883235042527303e-08|Running
611.397216796875,493.1552734375,131.48648071289062|-0.7024648785591125,8.010597696284094e-08,0.7117183804512024|5.895204324701808e-08,1,-5.436734085151329e-08|Running
611.0499877929688,493.2432556152344,131.83828735351562|-0.7024648785591125,4.3783135339481305e-08,0.7117183804512024|3.201042986233915e-08,1,-2.9923253208608e-08|Running
610.8040771484375,493.3092956542969,132.08741760253906|-0.7024648785591125,7.491343545495965e-09,0.7117183804512024|5.091848720439884e-09,1,-5.500066624364308e-09|Running
610.70361328125,493.32489013671875,132.18923950195312|-0.7024648785591125,-2.876941884721873e-08,0.7117183804512024|-2.1803721494961792e-08,1,1.8902236220696977e-08|Running
610.6968383789062,493.2823486328125,132.19607543945312|-0.7024648785591125,-6.499917759583695e-08,0.7117183804512024|-4.867629854743427e-08,1,4.328366998151978e-08|Running
610.6967163085938,493.19293212890625,132.1962127685547|-0.7024648785591125,-1.011979549048192e-07,0.7117183804512024|-7.552590375325963e-08,1,6.764425819483222e-08|Running
610.6967163085938,493.1510314941406,132.1962127685547|-0.7024648785591125,-1.008408645475356e-07,0.7117183804512024|-7.514810818065598e-08,1,6.751540837512948e-08|Running
610.6967163085938,493.162841796875,132.1962127685547|-0.7024648785591125,-6.397478102826426e-08,0.7117183804512024|-4.7577835005085944e-08,1,4.292852295861849e-08|Running
610.6967163085938,493.17474365234375,132.1962127685547|-0.7071084380149841,-2.7125592438892454e-08,0.7071051597595215|-2.0311075488166352e-08,1,1.8050300809591135e-08|Running
610.6967163085938,493.1820983886719,132.1962127685547|-0.7132508754730225,9.70909219688565e-09,0.7009088397026062|7.055411366252429e-09,1,-6.672498997772891e-09|Running
610.6967163085938,493.1862487792969,132.1962127685547|-0.7223640084266663,4.65324987430904e-08,0.6915130615234375|3.4641832513671034e-08,1,-3.110351443069703e-08|Running
610.6967163085938,493.18853759765625,132.1962127685547|-0.731354296207428,8.333831402751457e-08,0.6819977164268494|6.252222561897725e-08,1,-5.515035539360724e-08|Running
610.6967163085938,493.1897888183594,132.1962127685547|-0.7446028590202332,1.2012162642349722e-07,0.6675077676773071|9.104564213657795e-08,1,-7.83942724069675e-08|Running
610.599853515625,493.17047119140625,132.2819366455078|-0.7660443782806396,4.6256058539029254e-08,0.6427876949310303|3.599060960368661e-08,1,-2.90697190763467e-08|Running
610.3649291992188,493.2273254394531,132.48074340820312|-0.7785173058509827,9.362119079980857e-09,0.6276230812072754|8.108482774105141e-09,1,-4.858847546529432e-09|Running
610.0536499023438,493.1568908691406,132.73291015625|-0.7880104184150696,-2.7489242881983955e-08,0.6156618595123291|-2.0239891540541066e-08,1,1.8744051644148385e-08|Running
609.7139282226562,493.0083923339844,133.00482177734375|-0.7880104184150696,-6.430908428001203e-08,0.6156618595123291|-4.863721159154011e-08,1,4.22024761803641e-08|Running
609.3621215820312,493.87384033203125,133.2852783203125|-0.7880104184150696,-1.0109742731856386e-07,0.6156618595123291|-7.701024173911719e-08,1,6.564082610793776e-08|Jumping
608.9898681640625,494.684814453125,133.57997131347656|-0.7880105376243591,-1.378543146302036e-07,0.6156617403030396|-1.0535902106312278e-07,1,8.905912807222194e-08|Freefall
608.5853271484375,495.4412536621094,133.89730834960938|-0.7880105376243591,-1.3980985613670782e-07,0.6156617403030396|-1.0703409714096779e-07,1,9.009146140215307e-08|Freefall
608.1656494140625,496.1432189941406,134.2252197265625|-0.7880106568336487,-1.070086383947455e-07,0.61566162109375|-8.206963286738755e-08,1,6.876649649711908e-08|Freefall
607.7454833984375,496.7906494140625,134.55357360839844|-0.7880105972290039,-7.423543024742685e-08,0.61566162109375|-5.7126477770452766e-08,1,4.745976767139837e-08|Freefall
607.3253173828125,497.38360595703125,134.88194274902344|-0.7880105972290039,-4.149022103661082e-08,0.6156616806983948|-3.2204628297449744e-08,1,2.617124117421099e-08|Freefall
606.9051513671875,497.92205810546875,135.21031188964844|-0.7880105972290039,-8.77297523516063e-09,0.6156617403030396|-7.304065352542466e-09,1,4.9008961333640855e-09|Freefall
606.4849853515625,498.406005859375,135.53868103027344|-0.7892290949821472,2.4139996668282038e-08,0.6140989065170288|1.7742429747613642e-08,1,-1.6507366140672275e-08|Freefall
606.0641479492188,498.83544921875,135.86624145507812|-0.7893035411834717,5.749111764430381e-08,0.6140031814575195|4.314786750114763e-08,1,-3.8166501070691083e-08|Freefall
605.6432495117188,499.21038818359375,136.19371032714844|-0.7869082093238831,9.170233994382215e-08,0.6170700788497925|6.906161331698968e-08,1,-6.053961953966791e-08|Freefall
605.2234497070312,499.5308532714844,136.52272033691406|-0.783081591129303,1.3108899565850152e-07,0.6219190359115601|9.877828688331647e-08,1,-8.640601123488523e-08|Freefall
604.8057250976562,499.7967834472656,136.85433959960938|-0.7827682495117188,1.3986112890052027e-07,0.622313380241394|1.0577213771512106e-07,1,-9.169988146595642e-08|Freefall
604.3882446289062,500.00823974609375,137.1863555908203|-0.7789145708084106,1.1524915777272327e-07,0.6271300315856934|8.695118225432452e-08,1,-7.577633454047827e-08|Freefall
603.9727783203125,500.1651916503906,137.52069091796875|-0.7774251103401184,9.597152939022635e-08,0.628975510597229|7.26915629911673e-08,1,-6.273579344906466e-08|Freefall
603.5582275390625,500.26763916015625,137.856201171875|-0.774714469909668,7.950320224381358e-08,0.632311224937439|6.052397338862647e-08,1,-5.157966498359201e-08|Freefall
603.1449584960938,500.3155822753906,138.193359375|-0.7732477188110352,6.616367898004683e-08,0.6341040730476379|5.094062061061777e-08,1,-4.2223291529808193e-08|Freefall
602.7325439453125,500.3090515136719,138.5315704345703|-0.7718151211738586,5.433058092307874e-08,0.6358469724655151|4.255177188383641e-08,1,-3.379505031375629e-08|Freefall
602.3208618164062,500.24798583984375,138.87066650390625|-0.7716822028160095,4.324573410485755e-08,0.6360082626342773|3.4836393325576864e-08,1,-2.5727818098175703e-08|Freefall
601.9092407226562,500.1324462890625,139.2099151611328|-0.7703701257705688,3.2463280064121136e-08,0.6375969052314758|2.730624260038894e-08,1,-1.7922554107485666e-08|Freefall
601.498291015625,499.96240234375,139.54994201660156|-0.7702868580818176,2.2181286141176315e-08,0.6376975774765015|2.0215244589394388e-08,1,-1.0365020841618389e-08|Freefall
601.08740234375,499.73785400390625,139.8900909423828|-0.7702412605285645,1.1938261934574257e-08,0.6377525925636292|1.3156623346333163e-08,1,-2.8294473430889866e-09|Freefall
600.676513671875,499.45880126953125,140.23023986816406|-0.7702359557151794,1.7043548794504204e-09,0.6377590298652649|6.105154604085783e-09,1,4.700920985811763e-09|Freefall
600.265625,499.125244140625,140.5703887939453|-0.7702353000640869,-8.520806282774629e-09,0.637759804725647|-9.402519873802362e-10,1,1.2224965928453457e-08|Freefall
599.854736328125,498.7372131347656,140.91053771972656|-0.7702353000640869,-1.8737232210241928e-08,0.637759804725647|-7.979643612543441e-09,1,1.974258800885309e-08|Freefall
599.44384765625,498.2946472167969,141.2506866455078|-0.7702353000640869,-2.8944928232021994e-08,0.637759804725647|-1.501302016038153e-08,1,2.725378855927829e-08|Freefall
599.032958984375,497.797607421875,141.59083557128906|-0.7702353000640869,-3.9143902341720604e-08,0.637759804725647|-2.2040387293031927e-08,1,3.475857113244274e-08|Freefall
598.6220703125,497.2460632324219,141.9309844970703|-0.7702353000640869,-4.9334165197478796e-08,0.637759804725647|-2.906175211592199e-08,1,4.225694283377379e-08|Freefall
598.211181640625,496.6400146484375,142.27113342285156|-0.7702353000640869,-5.951572390472393e-08,0.637759804725647|-3.60771181817654e-08,1,4.974890543962829e-08|Freefall
597.8195190429688,496.8663330078125,142.59544372558594|-0.7702353000640869,-6.968858201616968e-08,0.637759804725647|-4.308649437234635e-08,1,5.7234469608147265e-08|Climbing
597.9367065429688,497.1626892089844,142.4974822998047|-0.7687068581581116,-0.08118174970149994,0.6344283223152161|-0.06277552992105484,0.9966992735862732,0.05147596448659897|Climbing
598.0344848632812,497.534423828125,142.41635131835938|-0.7704474925994873,-0.021158630028367043,0.6371522545814514|-0.016338735818862915,0.9997761249542236,0.013443813659250736|Climbing
598.0892944335938,497.90789794921875,142.3708038330078|-0.7702727317810059,0.0038728704676032066,0.6377028822898865|0.0029948968440294266,0.9999924898147583,-0.002455617068335414|Climbing
598.1048583984375,498.2477111816406,142.3578643798828|-0.7702354788780212,0.00345684215426445,0.6377502083778381|0.002669528592377901,0.9999940395355225,-0.002196245128288865|Running
598.1046752929688,498.5330810546875,142.35800170898438|-0.7702354788780212,0.000913359981495887,0.6377589702606201|0.0007048148545436561,0.9999995827674866,-0.0005809188005514443|Freefall
598.1043701171875,498.763916015625,142.35826110839844|-0.7702352404594421,0.000030207276722649112,0.6377598643302917|0.00002308304283360485,1,-0.00001948680801433511|Freefall
598.1043090820312,498.94024658203125,142.35829162597656|-0.7702352404594421,-0.00009138466703006998,0.6377598643302917|-0.00007062585063977167,1,0.0000579938423470594|Freefall
598.1043701171875,499.0620422363281,142.3582763671875|-0.7702352404594421,-0.00004650400296668522,0.6377598643302917|-0.000035909881262341514,1,0.00002954865340143442|Freefall
598.1043701171875,499.1293640136719,142.3582763671875|-0.7702352404594421,-0.000011321913916617632,0.6377598643302917|-0.00000873576573212631,1,0.000007202270353445783|Freefall
598.1043701171875,499.1421813964844,142.35826110839844|-0.7702352404594421,4.795011676606009e-08,0.6377598643302917|4.026955835456647e-08,1,-2.6550875276143415e-08|Freefall
